Index,Name,BrandName,Category/Subcategory,Price,Info,PhotoAdress
10,Rob 2a,Tommy Hilfiger,Męskie/Botki ,"431,00",https://cdn.officeshoes.ws/product_images/2020fw/big/fm0-3062-gt6.jpg,"Kod producenta: FM0-3062-GT6 Marki: Tommy Hilfiger Płeć: Męskie Typ: Botki Kolor:Brązowe Style: Botki Materiał: Skóra Kolekcja: Jesień Zima 2020 Skórzane, męskie botki Tommy Hilfiger to jedne z bardziej klasycznych butów tego producenta. Wykonana z naturalnej skóry w kolorze brązowym cholewka swoim kształtem nawiązuje do bardzo popularnych w sezonie jesienno-zimowym półbutów, ale dzięki delikatnym dodatkom oraz przeszyciom stają się wyjątkowe. Delikatna flaga umieszczona z tyłu buta, oraz niewielkie logo w postaci autografu pozwala na wyróżnienie się, a mimo to obuwie staje się tylko dodatkiem, a nie motywem przewodnim stylizacji. Wnętrze zostało wykończone przy użyciu najwyższej jakości materiałom. Szczególnie polecamy je dla panów lubujących się w stylu wizytowym, jak i stylach casual. Prosimy sprawdzić regulamin i warunki przed złożeniem zamówienia Jeżeli znajdziesz błąd w opisie lub charakterystyce butów, proszę pomóż nam poprawić opis i wyślij do nas maila "
11,Rob 2a,Tommy Hilfiger,Męskie/Botki ,"431,00",https://cdn.officeshoes.ws/product_images/2020fw/big/fm0-3062-gt6.jpg,"Kod producenta: FM0-3062-GT6 Marki: Tommy Hilfiger Płeć: Męskie Typ: Botki Kolor:Brązowe Style: Botki Materiał: Skóra Kolekcja: Jesień Zima 2020 Skórzane, męskie botki Tommy Hilfiger to jedne z bardziej klasycznych butów tego producenta. Wykonana z naturalnej skóry w kolorze brązowym cholewka swoim kształtem nawiązuje do bardzo popularnych w sezonie jesienno-zimowym półbutów, ale dzięki delikatnym dodatkom oraz przeszyciom stają się wyjątkowe. Delikatna flaga umieszczona z tyłu buta, oraz niewielkie logo w postaci autografu pozwala na wyróżnienie się, a mimo to obuwie staje się tylko dodatkiem, a nie motywem przewodnim stylizacji. Wnętrze zostało wykończone przy użyciu najwyższej jakości materiałom. Szczególnie polecamy je dla panów lubujących się w stylu wizytowym, jak i stylach casual. Prosimy sprawdzić regulamin i warunki przed złożeniem zamówienia Jeżeli znajdziesz błąd w opisie lub charakterystyce butów, proszę pomóż nam poprawić opis i wyślij do nas maila "
12,Rob 2a,Tommy Hilfiger,Męskie/Botki ,"503,00",https://cdn.officeshoes.ws/product_images/2020fw/big/fm0-3062-bds.jpg,"Kod producenta: FM0-3062-BDS Marki: Tommy Hilfiger Płeć: Męskie Typ: Botki Kolor:Czarne Style: Botki Materiał: Skóra Kolekcja: Jesień Zima 2020 Skórzane, męskie botki Tommy Hilfiger to jedne z bardziej klasycznych butów tego producenta. Wykonana z naturalnej skóry w kolorze czarnym cholewka swoim kształtem nawiązuje do bardzo popularnych w sezonie jesienno-zimowym półbutów, ale dzięki delikatnym dodatkom oraz przeszyciom stają się wyjątkowe. Delikatna flaga umieszczona z tyłu buta, oraz niewielkie logo w postaci autografu pozwala na wyróżnienie się, a mimo to obuwie staje się tylko dodatkiem, a nie motywem przewodnim stylizacji. Wnętrze zostało wykończone przy użyciu najwyższej jakości materiałom. Szczególnie polecamy je dla panów lubujących się w stylu wizytowym, jak i stylach casual. Prosimy sprawdzić regulamin i warunki przed złożeniem zamówienia Jeżeli znajdziesz błąd w opisie lub charakterystyce butów, proszę pomóż nam poprawić opis i wyślij do nas maila "
13,Rob 2a,Tommy Hilfiger,Męskie/Botki ,"503,00",https://cdn.officeshoes.ws/product_images/2020fw/big/fm0-3062-bds.jpg,"Kod producenta: FM0-3062-BDS Marki: Tommy Hilfiger Płeć: Męskie Typ: Botki Kolor:Czarne Style: Botki Materiał: Skóra Kolekcja: Jesień Zima 2020 Skórzane, męskie botki Tommy Hilfiger to jedne z bardziej klasycznych butów tego producenta. Wykonana z naturalnej skóry w kolorze czarnym cholewka swoim kształtem nawiązuje do bardzo popularnych w sezonie jesienno-zimowym półbutów, ale dzięki delikatnym dodatkom oraz przeszyciom stają się wyjątkowe. Delikatna flaga umieszczona z tyłu buta, oraz niewielkie logo w postaci autografu pozwala na wyróżnienie się, a mimo to obuwie staje się tylko dodatkiem, a nie motywem przewodnim stylizacji. Wnętrze zostało wykończone przy użyciu najwyższej jakości materiałom. Szczególnie polecamy je dla panów lubujących się w stylu wizytowym, jak i stylach casual. Prosimy sprawdzić regulamin i warunki przed złożeniem zamówienia Jeżeli znajdziesz błąd w opisie lub charakterystyce butów, proszę pomóż nam poprawić opis i wyślij do nas maila "
14,Rob 3a,Tommy Hilfiger,Męskie/Botki ,"575,00",https://cdn.officeshoes.ws/product_images/2020fw/big/fm0-3050-gt6.jpg,"Kod producenta: FM0-3050-GT6 Marki: Tommy Hilfiger Płeć: Męskie Typ: Botki Kolor:Brązowe Style: Botki Materiał: Skóra Kolekcja: Jesień Zima 2020 Męskie sztyblety skórzane w brązowym kolorze. Cholewka wykonana z najwyższej jakości skóry naturalnej z dodatkową materiałową wstawką ułatwiającą wkładanie obuwia. Dopasowana kolorystycznie podeszwa oraz niewielki 2,5 centymetrowy obcas idealnie podkreśli stonowany ton naszej stylizacji. W części tylnej wybito delikatne logo producenta. Prosimy sprawdzić regulamin i warunki przed złożeniem zamówienia Jeżeli znajdziesz błąd w opisie lub charakterystyce butów, proszę pomóż nam poprawić opis i wyślij do nas maila "
15,Rob 3a,Tommy Hilfiger,Męskie/Botki ,"575,00",https://cdn.officeshoes.ws/product_images/2020fw/big/fm0-3050-gt6.jpg,"Kod producenta: FM0-3050-GT6 Marki: Tommy Hilfiger Płeć: Męskie Typ: Botki Kolor:Brązowe Style: Botki Materiał: Skóra Kolekcja: Jesień Zima 2020 Męskie sztyblety skórzane w brązowym kolorze. Cholewka wykonana z najwyższej jakości skóry naturalnej z dodatkową materiałową wstawką ułatwiającą wkładanie obuwia. Dopasowana kolorystycznie podeszwa oraz niewielki 2,5 centymetrowy obcas idealnie podkreśli stonowany ton naszej stylizacji. W części tylnej wybito delikatne logo producenta. Prosimy sprawdzić regulamin i warunki przed złożeniem zamówienia Jeżeli znajdziesz błąd w opisie lub charakterystyce butów, proszę pomóż nam poprawić opis i wyślij do nas maila "
16,Rob 3a,Tommy Hilfiger,Męskie/Botki ,"575,00",https://cdn.officeshoes.ws/product_images/2020fw/big/fm0-3050-bds.jpg,"Kod producenta: FM0-3050-BDS Marki: Tommy Hilfiger Płeć: Męskie Typ: Botki Kolor:Czarne Style: Botki Materiał: Skóra Kolekcja: Jesień Zima 2020 Męskie sztyblety skórzane w czarnym kolorze. Cholewka wykonana z najwyższej jakości skóry naturalnej z dodatkową materiałową wstawką ułatwiającą wkładanie obuwia. Dopasowana kolorystycznie podeszwa oraz niewielki 2,5 centymetrowy obcas idealnie podkreśli stonowany ton naszej stylizacji. W części tylnej wybito delikatne logo producenta. Prosimy sprawdzić regulamin i warunki przed złożeniem zamówienia Jeżeli znajdziesz błąd w opisie lub charakterystyce butów, proszę pomóż nam poprawić opis i wyślij do nas maila "
17,Rob 3a,Tommy Hilfiger,Męskie/Botki ,"575,00",https://cdn.officeshoes.ws/product_images/2020fw/big/fm0-3050-bds.jpg,"Kod producenta: FM0-3050-BDS Marki: Tommy Hilfiger Płeć: Męskie Typ: Botki Kolor:Czarne Style: Botki Materiał: Skóra Kolekcja: Jesień Zima 2020 Męskie sztyblety skórzane w czarnym kolorze. Cholewka wykonana z najwyższej jakości skóry naturalnej z dodatkową materiałową wstawką ułatwiającą wkładanie obuwia. Dopasowana kolorystycznie podeszwa oraz niewielki 2,5 centymetrowy obcas idealnie podkreśli stonowany ton naszej stylizacji. W części tylnej wybito delikatne logo producenta. Prosimy sprawdzić regulamin i warunki przed złożeniem zamówienia Jeżeli znajdziesz błąd w opisie lub charakterystyce butów, proszę pomóż nam poprawić opis i wyślij do nas maila "
18,Runner Lo 2c2,Tommy Hilfiger,Męskie/Półbuty ,"269,00",https://cdn.officeshoes.ws/product_images/2020fw/big/fm0-3004-bds.jpg,"Kod producenta: FM0-3004-BDS Marki: Tommy Hilfiger Płeć: Męskie Typ: Półbuty Kolor:Czarne Style: Street Materiał: Materiał Syntetyczny Kolekcja: Jesień Zima 2020 Oryginalny design połączony z najwyższej jakości materiałami, takie połączenie może zagwarantować tylko Tommy Hilfiger. Stylizowane na sportowe półbuty na delikatnej podeszwie. Cholewka wykonana ze skóry w połączeniu z delikatnym materiałem syntetycznym łączy w sobie komfort i estetykę, a oryginalne połączenie kolorów będzie idealnym dodatkiem do codziennych stylizacji. Podeszwa wykonana z wysokogatunkowego materiału pozwoli zamortyzować delikatne wstrząsy. Prosimy sprawdzić regulamin i warunki przed złożeniem zamówienia Jeżeli znajdziesz błąd w opisie lub charakterystyce butów, proszę pomóż nam poprawić opis i wyślij do nas maila "
19,Runner Lo 2c2,Tommy Hilfiger,Męskie/Półbuty ,"269,00",https://cdn.officeshoes.ws/product_images/2020fw/big/fm0-3004-bds.jpg,"Kod producenta: FM0-3004-BDS Marki: Tommy Hilfiger Płeć: Męskie Typ: Półbuty Kolor:Czarne Style: Street Materiał: Materiał Syntetyczny Kolekcja: Jesień Zima 2020 Oryginalny design połączony z najwyższej jakości materiałami, takie połączenie może zagwarantować tylko Tommy Hilfiger. Stylizowane na sportowe półbuty na delikatnej podeszwie. Cholewka wykonana ze skóry w połączeniu z delikatnym materiałem syntetycznym łączy w sobie komfort i estetykę, a oryginalne połączenie kolorów będzie idealnym dodatkiem do codziennych stylizacji. Podeszwa wykonana z wysokogatunkowego materiału pozwoli zamortyzować delikatne wstrząsy. Prosimy sprawdzić regulamin i warunki przed złożeniem zamówienia Jeżeli znajdziesz błąd w opisie lub charakterystyce butów, proszę pomóż nam poprawić opis i wyślij do nas maila "
20,Massimo 3c,Tommy Hilfiger,Męskie/Półbuty ,"377,00",https://cdn.officeshoes.ws/product_images/2020fw/big/fm0-3002-bds.jpg,"Kod producenta: FM0-3002-BDS Marki: Tommy Hilfiger Płeć: Męskie Typ: Półbuty Kolor:Czarne Style: Street Materiał: Skóra Kolekcja: Jesień Zima 2020 Skórzane, męskie półbuty w stylu sportowym to jesienno – zimowa propozycja marki Tommy Hilfiger dla panów lubujących się w klasycznym designie, a jednak preferujących obuwie uniwersalne. Sportowy charakter w połączeniu z wykonaną z naturalnej skóry cholewką sprawia, że obuwie jest idealnym dopełnieniem do różnego rodzaju stylizacji. Lekko podniesiona, trwała podeszwa w kolorze czarnym pozwala wyeksponować buta w naszej stylizacji, a przy tym wpływa na prawidłowy chód i postawę. Niewielki branding umieszczony wśród materiałowo-skórzanych dodatków nie rzuca się w oczy, a jedynie podkreśla klasę i styl producenta. Prosimy sprawdzić regulamin i warunki przed złożeniem zamówienia Jeżeli znajdziesz błąd w opisie lub charakterystyce butów, proszę pomóż nam poprawić opis i wyślij do nas maila "
21,Massimo 3c,Tommy Hilfiger,Męskie/Półbuty ,"377,00",https://cdn.officeshoes.ws/product_images/2020fw/big/fm0-3002-bds.jpg,"Kod producenta: FM0-3002-BDS Marki: Tommy Hilfiger Płeć: Męskie Typ: Półbuty Kolor:Czarne Style: Street Materiał: Skóra Kolekcja: Jesień Zima 2020 Skórzane, męskie półbuty w stylu sportowym to jesienno – zimowa propozycja marki Tommy Hilfiger dla panów lubujących się w klasycznym designie, a jednak preferujących obuwie uniwersalne. Sportowy charakter w połączeniu z wykonaną z naturalnej skóry cholewką sprawia, że obuwie jest idealnym dopełnieniem do różnego rodzaju stylizacji. Lekko podniesiona, trwała podeszwa w kolorze czarnym pozwala wyeksponować buta w naszej stylizacji, a przy tym wpływa na prawidłowy chód i postawę. Niewielki branding umieszczony wśród materiałowo-skórzanych dodatków nie rzuca się w oczy, a jedynie podkreśla klasę i styl producenta. Prosimy sprawdzić regulamin i warunki przed złożeniem zamówienia Jeżeli znajdziesz błąd w opisie lub charakterystyce butów, proszę pomóż nam poprawić opis i wyślij do nas maila "
22,Yukon Vista Clog,Crocs,Męskie/Klapki I Japonki ,"160,00",https://cdn.officeshoes.ws/product_images/2020fw/big/205177-060.jpg,"Kod producenta: 205177-060 Marki: Crocs Płeć: Męskie Typ: Klapki I Japonki Kolor:Czarne Style: Kapcie Materiał: Skóra Kolekcja: Jesień Zima 2020 Wygodne markowe buty męskie  Oryginalny design  Wykonane z dbałością o detale  Miejski styl w najlepszym wydaniu Prosimy sprawdzić regulamin i warunki przed złożeniem zamówienia Jeżeli znajdziesz błąd w opisie lub charakterystyce butów, proszę pomóż nam poprawić opis i wyślij do nas maila "
23,Yukon Vista Clog,Crocs,Męskie/Klapki I Japonki ,"160,00",https://cdn.officeshoes.ws/product_images/2020fw/big/205177-060.jpg,"Kod producenta: 205177-060 Marki: Crocs Płeć: Męskie Typ: Klapki I Japonki Kolor:Czarne Style: Kapcie Materiał: Skóra Kolekcja: Jesień Zima 2020 Wygodne markowe buty męskie  Oryginalny design  Wykonane z dbałością o detale  Miejski styl w najlepszym wydaniu Prosimy sprawdzić regulamin i warunki przed złożeniem zamówienia Jeżeli znajdziesz błąd w opisie lub charakterystyce butów, proszę pomóż nam poprawić opis i wyślij do nas maila "
24,Classic Slipper,Crocs,Męskie/Klapki I Japonki ,"111,00",https://cdn.officeshoes.ws/product_images/2020fw/big/203600-060.jpg,"Kod producenta: 203600-060 Marki: Crocs Płeć: Męskie Typ: Klapki I Japonki Kolor:Czarne Style: Kapcie Materiał: Materiał Tekstylny Kolekcja: Jesień Zima 2020 Wygodne markowe buty męskie  Oryginalny design  Wykonane z dbałością o detale  Miejski styl w najlepszym wydaniu Prosimy sprawdzić regulamin i warunki przed złożeniem zamówienia Jeżeli znajdziesz błąd w opisie lub charakterystyce butów, proszę pomóż nam poprawić opis i wyślij do nas maila "
25,Classic Slipper,Crocs,Męskie/Klapki I Japonki ,"111,00",https://cdn.officeshoes.ws/product_images/2020fw/big/203600-060.jpg,"Kod producenta: 203600-060 Marki: Crocs Płeć: Męskie Typ: Klapki I Japonki Kolor:Czarne Style: Kapcie Materiał: Materiał Tekstylny Kolekcja: Jesień Zima 2020 Wygodne markowe buty męskie  Oryginalny design  Wykonane z dbałością o detale  Miejski styl w najlepszym wydaniu Prosimy sprawdzić regulamin i warunki przed złożeniem zamówienia Jeżeli znajdziesz błąd w opisie lub charakterystyce butów, proszę pomóż nam poprawić opis i wyślij do nas maila "
26,Overhaul - Betley,Skechers,Męskie/Półbuty ,"191,00",https://cdn.officeshoes.ws/product_images/2020fw/big/232046-bkcc.jpg,"Kod producenta: 232046-BKCC Marki: Skechers Płeć: Męskie Typ: Półbuty Kolor:Czarne Style: Street Materiał: Materiał Syntetyczny Kolekcja: Jesień Zima 2020 Męskie buty sportowe marki Skechers o niesamowicie lekkiej budowie. Cholewka wykonana jest z siatkowego materiału oraz skórzanych wstawek. Obuwie idealnie sprawdzi się jako obuwie do treningów, a to ze względu na lekkość i zastosowane technologie. Memory Foam i Air-Cooled, których zadaniem jest zapewnienie komfortu, odpowiedniego ułożenia stopy oraz cyrkulacji powietrza oraz Flex Grooves, który umożliwia dopasowanie podeszwy do ruchu stopy i techniki biegu. Obuwie jest trwałe, a to dzięki precyzji z jaką jest wykonywane. Profil bieżnika pozwala na zapewnienie przyczepności niezależnie od powierzchni. Prosimy sprawdzić regulamin i warunki przed złożeniem zamówienia Jeżeli znajdziesz błąd w opisie lub charakterystyce butów, proszę pomóż nam poprawić opis i wyślij do nas maila "
27,Overhaul - Betley,Skechers,Męskie/Półbuty ,"191,00",https://cdn.officeshoes.ws/product_images/2020fw/big/232046-bkcc.jpg,"Kod producenta: 232046-BKCC Marki: Skechers Płeć: Męskie Typ: Półbuty Kolor:Czarne Style: Street Materiał: Materiał Syntetyczny Kolekcja: Jesień Zima 2020 Męskie buty sportowe marki Skechers o niesamowicie lekkiej budowie. Cholewka wykonana jest z siatkowego materiału oraz skórzanych wstawek. Obuwie idealnie sprawdzi się jako obuwie do treningów, a to ze względu na lekkość i zastosowane technologie. Memory Foam i Air-Cooled, których zadaniem jest zapewnienie komfortu, odpowiedniego ułożenia stopy oraz cyrkulacji powietrza oraz Flex Grooves, który umożliwia dopasowanie podeszwy do ruchu stopy i techniki biegu. Obuwie jest trwałe, a to dzięki precyzji z jaką jest wykonywane. Profil bieżnika pozwala na zapewnienie przyczepności niezależnie od powierzchni. Prosimy sprawdzić regulamin i warunki przed złożeniem zamówienia Jeżeli znajdziesz błąd w opisie lub charakterystyce butów, proszę pomóż nam poprawić opis i wyślij do nas maila "
28,Sportcuff Outsider Ii Wp,Palladium,Męskie/Buty Zimowe ,"471,00",https://cdn.officeshoes.ws/product_images/2020fw/big/06846-717-m.jpg,"Kod producenta: 06846-717-M Marki: Palladium Płeć: Męskie Typ: Buty Zimowe Kolor:Brązowe Style: Buty Zimowe Materiał: Skóra Kolekcja: Jesień Zima 2020 Świetnej jakości, wodoodporne trapery od Palladium w całkowicie nowym wydaniu. Męskie obuwie wykonane z połączenia najwyższej jakości, naturalnej skóry nubuk oraz materiału syntetycznego. Buty wyposażono w standardowo wzmocniony nosek, który jest kontynuacją podeszwy. Materiał użyty do wyrobu cholewki cechuje się dużą odpornością na zniszczenia. Podeszwa posiada standardowe dla tej marki wyżłobienia, które zapewniają odpowiednią przyczepność do podłoża, a trwała i miękka pianka EVA użyta przy produkcji podeszwy gwarantuje komfort użytkowania oraz odpowiednią amortyzację wstrząsów. Prosimy sprawdzić regulamin i warunki przed złożeniem zamówienia Jeżeli znajdziesz błąd w opisie lub charakterystyce butów, proszę pomóż nam poprawić opis i wyślij do nas maila "
29,Sportcuff Outsider Ii Wp,Palladium,Męskie/Buty Zimowe ,"471,00",https://cdn.officeshoes.ws/product_images/2020fw/big/06846-717-m.jpg,"Kod producenta: 06846-717-M Marki: Palladium Płeć: Męskie Typ: Buty Zimowe Kolor:Brązowe Style: Buty Zimowe Materiał: Skóra Kolekcja: Jesień Zima 2020 Świetnej jakości, wodoodporne trapery od Palladium w całkowicie nowym wydaniu. Męskie obuwie wykonane z połączenia najwyższej jakości, naturalnej skóry nubuk oraz materiału syntetycznego. Buty wyposażono w standardowo wzmocniony nosek, który jest kontynuacją podeszwy. Materiał użyty do wyrobu cholewki cechuje się dużą odpornością na zniszczenia. Podeszwa posiada standardowe dla tej marki wyżłobienia, które zapewniają odpowiednią przyczepność do podłoża, a trwała i miękka pianka EVA użyta przy produkcji podeszwy gwarantuje komfort użytkowania oraz odpowiednią amortyzację wstrząsów. Prosimy sprawdzić regulamin i warunki przed złożeniem zamówienia Jeżeli znajdziesz błąd w opisie lub charakterystyce butów, proszę pomóż nam poprawić opis i wyślij do nas maila "
